id,employment,age
27167,3514,43.5
27169,31461,33.1
27171,49071,34.6
27173,6211,42.9
28000,1491792,36
28001,17002,41.1
28003,17387,39.2
28005,5199,43.7
28007,8636,39.6
28009,2250,39.4
28011,16803,34
28013,5984,39.7
28015,2593,43.3
28017,8907,37.7
28019,3672,41.9
28021,5028,33.3
28023,5028,40.5
28025,10534,37.8
28027,13007,32.8
28029,11456,36.7
28031,8547,37.6
28033,56683,35
28035,50581,31.3
28037,2484,40.1
28039,6864,36.4
28041,4010,36.6
28043,13994,39.4
28045,22690,40.7
28047,126260,35.3
28049,174141,33.1
28051,6191,32.8
28053,4949,34.4
28055,814,38.4
28057,8274,38.5
28059,62508,37.2
28061,6115,40.6
28063,1844,37.6
28065,4036,41
28067,36172,36.8
28069,3289,38.5
28071,24103,27.7
28073,18128,33
28075,46815,37
28077,4618,38.9
28079,9315,33.2
28081,62705,36.4
28083,19362,32.8
28085,16716,37.8
28087,33585,36
28089,56003,35.8
28091,11398,37.7
28093,9855,38.3
28095,15274,39.5
28097,4477,41.4
28099,18236,35.3
28101,9002,37.1
28103,5073,36.3
28105,24326,25.4
28107,14905,36.5
28109,16958,38.9
28111,4236,38.7
28113,19546,36.9
28115,15543,36.4
28117,10652,38.5
28119,2943,37.3
28121,70915,36.2
28123,14871,34.9
28125,2541,39.5
28127,10690,37.9
28129,5258,39.1
28131,5160,35.9
28133,13727,33.5
28135,5043,35
28137,9722,36
28139,9920,38
28141,7466,42
28143,17082,32.1
28145,11784,37.5
28147,4952,38
28149,30089,37.7
28151,28197,35.3
28153,8067,37.2
28155,3470,39.9
28157,3056,37.5
28159,8016,39.5
28161,4728,40.6
28163,9332,35.1
29000,3527200,37.9
29001,15311,28.3
29003,6386,41
29005,3317,46.2
29007,14205,38.5
29009,22440,41.8
29011,8594,40.3
29013,8032,41.3
29015,7698,51.5
29017,4761,42
29019,105407,29.6
29021,55417,36.9
29023,25871,40.6
29025,4761,41.3
29027,20145,37.7
29029,26709,48.6
29031,52072,36.4
29033,5245,42.1
29035,2491,41.2
29037,35822,37.9
29039,6790,44.9
29041,5051,45.8
29043,27211,36.3
29045,3384,42.3
29047,117117,36.2
29049,7510,40.8
29051,66179,37.7
29053,9320,38.7
29055,10788,40.6
29057,4647,45.9
29059,7490,41.4
29061,4195,40.1
29063,4430,39.9
29065,6782,43
29067,7764,45
29069,14648,39.3
29071,49075,39.4
29073,8696,45
29075,3713,42.4
29077,191503,35.8
29079,5581,41.6
29081,4918,42.6
29083,11516,43.5
29085,2703,53
29087,2553,46.6
29089,4444,39.2
29091,22957,39.6
29093,4367,42.7
29095,455046,36.2
29097,74312,35.1
29099,70227,37.8
29101,29586,29.8
29103,2420,43.6
29105,18860,39.3
29107,14576,40.6
29109,14165,39.1
29111,4591,38.7
29113,16489,35.6
29115,7640,42.2
29117,9066,41.1
29119,10125,36.5
29121,8365,42.3
29123,5100,41
29125,5081,42.8
29127,18087,39
29129,2334,43.5
29131,11125,40.2
29133,5751,39.4
29135,6995,37.8
29137,5155,43.8
29139,6037,43.2
29141,7284,46.1
29143,9771,40.4
29145,25749,39
29147,13603,28.5
29149,4818,45.4
29151,6470,39.3
29153,3597,48.9
29155,8015,37
29157,12310,39.2
29159,25197,37.1
29161,24888,33.8
29163,8637,39.9
29165,48494,38.4
29167,12511,37.8
29169,25899,26.6
29171,2533,45.1
29173,4275,43.4
29175,13691,38
29177,10020,40.6
29179,2650,44.6
29181,4876,42.1
29183,151676,36.9
29185,4137,48.1
29186,7708,42.6
29187,28631,38.2
29189,780652,39.9
29195,13090,38.2
29197,1779,41.3
29199,2512,39.1
29201,20614,38.9
29203,3596,43.4
29205,3326,42.3
29207,15745,41.1
29209,14453,49.9
29211,3854,40.8
29213,29689,40.7
29215,9682,42.1
29217,11266,40
29219,10321,39.5
29221,6442,39.2
29223,3845,45.8
29225,11454,37.5
29227,1142,47.4
29229,7373,40.7
29510,267776,33.9
30000,597974,39.8
30001,5605,42
30003,6124,30.5
30005,2985,35.1
30007,2286,45.4
30009,5444,48.1
30011,909,50.2
30013,49576,38.9
30015,3144,41.5
30017,7114,42.1
30019,1484,50.4
30021,5354,43.5
30023,4370,46
30025,2027,42.9
30027,7502,47.8
30029,55214,41.2
30031,59507,32.5
30033,862,46.4
30035,6262,31.7
30037,562,48.8
30039,1880,52.1
30041,9884,35.1
30043,5470,46.2
30045,1119,48.3
30047,13845,41.3
30049,40533,40.9
30051,1238,44.6
30053,9055,48.9
30055,1260,48.9
30057,5209,49.8
30059,1186,50.1
30061,2035,49.8
30063,73451,34.3
30065,1999,49.1
30067,9316,45.4
30069,335,47.3
30071,2687,46.8
30073,3137,42.8
30075,1165,49.3
30077,3547,45.1
30079,677,53.6
30081,19024,46
30083,6533,41.3
30085,5435,31.6
30087,6272,36.5
30089,5585,49.8
30091,2483,50.3
30093,19671,41.3
30095,5304,45.7
30097,2774,46.6
30099,3502,45.8
30101,3441,41.5
30103,467,51.5
30105,4670,46.4
30107,1126,44.9
30109,671,49
30111,95657,38.3
30113,0,0
31000,1199005,36.2
31001,20594,37.9
31003,4666,46.6
31005,317,41.4
31007,438,48.1
31009,435,46.1
31011,3687,45.5
31013,7416,41.3
31015,1383,50.2
31017,2265,47.9
31019,32821,32.1
31021,3511,47.1
31023,4378,44.3
31025,9754,41.1
31027,5448,44.4
31029,2723,43.6
31031,4178,45.4
31033,7969,40.4
31035,3974,43.2
31037,6866,34.2
31039,6409,43.7
31041,7059,45.4
31043,13183,32.8
31045,5669,33
31047,15245,36.2
31049,1158,48.3
31051,3187,42.1
31053,22066,40.3
31055,387801,33.5
31057,1370,47.9
31059,4014,46.3
31061,1904,48.4
31063,1744,43.1
31065,2766,47.4
31067,14837,43.7
31069,1534,49.8
31071,1410,50.3
31073,974,47.1
31075,472,48.2
31077,1547,46.4
31079,39487,35.8
31081,5218,42.3
31083,1836,49.2
31085,680,47.7
31087,1575,48.2
31089,7642,46.1
31091,603,50.1
31093,3170,43.3
31095,4711,46.8
31097,3177,43.3
31099,3574,43.3
31101,5384,47.3
31103,591,50.7
31105,2679,46
31107,4735,46.6
31109,196854,32.6
31111,22083,39.2
31113,409,43.3
31115,345,48.5
31117,258,43.6
31119,29470,37.1
31121,3770,42.5
31123,2632,43.4
31125,1998,45
31127,5099,41
31129,3011,49.5
31131,9245,42.9
31133,1624,49.3
31135,2061,43.9
31137,6515,42.8
31139,3658,42.2
31141,22265,38.2
31143,2866,45.3
31145,7414,41.8
31147,4552,47.1
31149,1141,49.9
31151,8663,36.4
31153,71466,32.9
31155,7847,41.5
31157,23270,39
31159,9176,38
31161,3300,46.1
31163,1706,47.8
31165,720,47.8
31167,2431,38.6
31169,3740,49.2
31171,519,46.7
31173,3343,29.4
31175,2789,46.9
31177,10623,40.8
31179,6127,29.2
31181,1901,47.2
31183,662,46.1
31185,11218,42.2
32000,1449687,36.3
32001,19228,39
32003,1013288,35.5
32005,31219,47.4
32007,23371,33.4
32009,463,52.9
32011,4031,42.4
32013,9475,36.2
32015,2471,37.1
32017,1979,39.9
32019,15714,40.9
32021,2352,49.2
32023,16058,48.4
32027,2553,41
32029,1905,50.5
32031,259903,37
32033,4412,40.8
32510,41265,41.7
33000,825103,41.1
33001,39610,44.7
33003,31948,48.3
33005,47149,40.7
33007,19721,46.4
33009,69729,41.2
33011,253715,39.3
33013,94740,41.4
33015,188735,42.2
33017,58736,36.9
33019,21020,43.9
34000,4936352,39
34001,180886,39.9
34003,590066,41.1
34005,261029,40.4
34007,266912,37.9
34009,62071,47.1
34011,74660,36.5
34013,457880,36.4
34015,124383,38.7
34017,296711,34.2
34019,76005,43.5
34021,260629,37.8
34023,486220,37.2
34025,343481,41.3
34027,373000,41.3
34029,209127,42.6
34031,226816,36.1
34033,30319,40.8
34035,212115,40.2
34037,62498,41.8
34039,293166,38
34041,48378,41.5
35000,1038845,36.7
35001,412529,35.8
35003,1542,55.8
35005,28305,34.7
35006,10530,36.6
35007,8429,46.7
35009,24425,31.5
35011,1127,47.8
35013,84165,32.4
35015,26330,37.3
35017,13741,45.9
35019,2085,40.1
35021,747,55.9
35023,2345,40.9
35025,31054,31.9
35027,11522,49.4
35028,21503,44.3
35029,10164,39.5
35031,28956,30.7
35033,2037,46
35035,29285,36.5
35037,4780,45.6
35039,18413,39
35041,9410,29.7
35043,35289,37.9
35045,60440,33
35047,13544,40.7
35049,86218,43
35051,4602,54.5
35053,8032,36.9
35055,17626,45.2
35057,5615,41.6
35059,2686,40.9
35061,21369,37.7
36000,10610532,38
36001,274397,38.5
36003,21046,37.8
36005,321038,32.8
36007,117808,40.2
36009,42686,40.7
36011,37272,41.5
36013,71620,40.9
36015,47817,40.9
36017,23696,42.9
36019,44104,39.1
36021,32480,45.3
36023,25155,35.8
36025,27662,45.4
36027,151347,40.2
36029,556504,40.4
36031,21806,44.5
36033,23253,39.3
36035,26861,41.8
36037,30876,41.5
36039,19545,44
36041,2831,51.3
36043,25509,42.1
36045,63881,32.6
36047,681474,34.1
36049,10845,40.2
36051,29384,39.8
36053,30854,39.5
36055,474916,38.5
36057,23016,40.8
36059,793147,41.1
36061,2651273,36.4
36063,90968,41.9
36065,134496,40.8
36067,302693,38.6
36069,64326,42.1
36071,173429,36.6
36073,15264,41
36075,45262,38.5
36077,30675,40.9
36079,37755,41.9
36081,684865,37.2
36083,67445,39.2
36085,129074,38.4
36087,146541,36.7
36089,49690,37.5
36091,103633,40.9
36093,75422,39.8
36095,12580,42.5
36097,9050,44.2
36099,16255,41
36101,47823,41.4
36103,777432,39.8
36105,35206,41.7
36107,18688,42.5
36109,66177,29.8
36111,85996,42
36113,45182,44.1
36115,21880,41.7
36117,37796,41.6
36119,553853,40
36121,17988,40.9
36123,8985,40.7
37000,5014861,37.4
37001,79185,38.7
37003,15556,40.8
37005,6010,45.9
37007,10909,39.5
37009,14086,45.5
37011,12168,42.3
37013,23266,43.8
37015,8832,42.9
37017,18015,41.3
37019,39006,47.4
37021,144744,40.6
37023,51175,41.2
37025,81559,36.7
37027,40034,41.3
37029,2931,40.1
37031,34976,45.8
37033,6104,43.6
37035,102291,39.6
37037,36228,43.6
37039,12911,48.1
37041,7883,44.8
37043,3447,49.6
37045,44042,40.3
37047,25114,39.8
37049,60511,36.2
37051,189055,31
37053,8563,41.3
37055,29134,43.6
37057,72946,40.3
37059,16012,42.5
37061,27204,37.8
37063,208498,33.2
37065,28725,39.6
37067,219513,37.2
37069,19399,39.1
37071,95554,38.9
37073,2631,42
37075,3741,44.3
37077,24426,39.8
37079,9128,37.7
37081,329538,36.3
37083,23052,41.7
37085,38795,33.5
37087,25755,45.6
37089,47953,45.4
37091,11872,41
37093,12206,30.9
37095,3238,41.2
37097,77529,38.9
37099,21036,36.3
37101,62483,36.3
37103,3090,44.1
37105,34511,37.4
37107,34905,41
37109,24677,40.4
37111,21228,41.6
37113,17034,47.8
37115,7899,43.3
37117,12392,44
37119,624692,33.9
37121,7746,45.7
37123,14007,40.2
37125,42485,45
37127,49777,39.9
37129,118789,37.3
37131,7828,45.5
37133,94848,25.7
37135,74611,33.1
37137,4496,48.3
37139,21590,36.6
37141,15056,41.1
37143,3861,46.4
37145,15578,41.4
37147,82501,31
37149,7463,49.1
37151,62893,39.5
37153,19221,38.7
37155,49770,34.4
37157,40959,42.2
37159,56563,39.1
37161,30155,42.5
37163,24315,38.2
37165,19224,38.4
37167,26232,40.5
37169,13241,42.8
37171,43034,41.2
37173,7210,40.8
37175,13578,48.8
37177,1715,41.4
37179,65850,36.2
37181,19301,38.6
37183,492396,34.4
37185,5961,44.9
37187,4982,44
37189,29275,28.4
37191,58892,36.6
37193,33112,42.4
37195,45166,38.7
37197,14664,41.4
37199,7119,45.5
38000,463681,37
38001,1795,49.5
38003,7795,44.3
38005,3629,31.6
38007,812,48.6
38009,4664,48
38011,2348,46.9
38013,1682,48.1
38015,60439,37.3
38017,109842,31.5
38019,3330,50.3
38021,3755,43
38023,1750,51.4
38025,1908,44.4
38027,1494,49.2
38029,2590,50.5
38031,2515,46.7
38033,1256,45.9
38035,50783,29.7
38037,1820,51.7
38039,1960,51.9
38041,1719,49.4
38043,1786,47.2
38045,2714,49.2
38047,1520,49.8
38049,2833,46.2
38051,2071,52.7
38053,4288,38
38055,5197,49.1
38057,6433,46.3
38059,11532,39.3
38061,3846,37
38063,2065,51.5
38065,1266,47.6
38067,5693,46.7
38069,3067,46.9
38071,8207,43
38073,3553,45.2
38075,1579,45.4
38077,11211,39.4
38079,6536,30.5
38081,3493,45.9
38083,962,53.4
38085,2106,26.3
38087,489,49.2
38089,16160,38.3
38091,1292,47.7
38093,14138,42
38095,1889,50.3
38097,4669,42.6
38099,7629,45.9
38101,40941,32.7
38103,3357,51.5
38105,13273,39
39000,6741288,38.8
39001,12548,39.6
39003,70534,38.3
39005,26918,39.3
39007,48752,41
39009,29350,26.3
39011,25160,40
39013,32819,43.4
39015,16607,39.9
39017,175915,36
39019,11613,43.1
39021,17053,39.7
39023,67531,40.5
39025,82625,38.5
39027,29988,38.7
39029,46021,42.3
39031,19780,40.8
39033,22044,41.9
39035,924114,40.2
39037,28708,40.8
39039,23120,39.4
39041,92962,37.4
39043,50114,43.4
39045,57592,38.2
39047,16302,39.4
39049,833953,33.4
39051,27303,39.9
39053,17263,39.9
39055,50334,43.3
39057,94366,37.2
39059,21405,40.9
39061,640615,37.1
39063,52840,38.5
39065,13381,34.7
39067,5322,44.4
39069,15962,39.8
39071,16877,39.2
39073,10288,40.9
39075,25713,29.7
39077,32378,38.4
39079,15586,39
39081,31209,43.9
39083,28184,38.3
39085,124087,42.3
39087,19161,40.1
39089,72897,39.1
39091,26033,39.9
39093,130485,40
39095,280441,37
39097,19917,39.1
39099,134582,42.9
39101,35456,39.9
39103,80469,40.4
39105,6276,41.2
39107,22405,39.4
39109,53519,40.6
39111,6955,44.7
39113,341333,39.2
39115,5262,42.4
39117,11109,39.5
39119,48561,39.5
39121,4942,48.6
39123,20048,46.3
39125,7539,40
39127,9490,38.6
39129,20246,38.5
39131,13786,39.2
39133,75222,37.4
39135,15646,40.9
39137,15379,39
39139,71424,40.9
39141,35106,39.8
39143,33417,40.4
39145,33019,38.8
39147,28668,38.8
39149,35715,37.9
39151,214272,41.1
39153,330184,40
39155,107623,42.8
39157,45926,40.9
39159,31905,36.4
39161,15075,40.3
39163,3299,39.6
39165,88508,37.8
39167,32870,43
39169,62180,38.3
39171,22445,40.7
39173,74057,35.3
39175,13200,40.5
40000,2023790,36.2
40001,8797,36.2
40003,3130,46
40005,6803,39.5
40007,3378,40.3
40009,11764,35.4
40011,6161,36.3
40013,20858,37.2
40015,12079,37.8
40017,37640,35.7
40019,29944,38.2
40021,21467,34.5
40023,6938,41.6
40025,2180,44.6
40027,101479,32.7
40029,2393,41
40031,64552,31.3
40033,2865,41.1
40035,9034,41.9
40037,29407,40
40039,16159,31.2
40041,14344,45.2
40043,3020,42.8
40045,2481,43.2
40047,34982,37.4
40049,14762,39.9
40051,21972,38.3
40053,2844,45.8
40055,2625,40.1
40057,1609,39.8
40059,1975,40.2
40061,6468,39.9
40063,5682,40.1
40065,16636,34.6
40067,2487,42.4
40069,4654,39.6
40071,27082,39.3
40073,9352,38.3
40075,4854,43
40077,6223,40
40079,18579,38.6
40081,14035,40.4
40083,17596,37.2
40085,4014,40.7
40087,10855,38.2
40089,16694,38.8
40091,7666,47
40093,4786,43.7
40095,6478,43.2
40097,15595,39.4
40099,6320,41
40101,38613,37.6
40103,6256,40.7
40105,4130,42
40107,4488,40.5
40109,515988,34.3
40111,15074,38.8
40113,17929,41.4
40115,14908,38.9
40117,6176,41.3
40119,45297,27.3
40121,22003,41.2
40123,22129,35.7
40125,29350,37
40127,5407,44.3
40129,2114,41.3
40131,35931,38.3
40133,10863,39.1
40135,14148,39
40137,21885,40.6
40139,12795,31.3
40141,4064,40.9
40143,410716,35.2
40145,12211,37.2
40147,24614,41.1
40149,4913,39
40151,5573,34.7
40153,12517,37
41000,2167715,38.4
41001,8791,47.9
41003,53965,32.1
41005,207909,40.6
41007,22680,43.2
41009,15865,41.3
41011,32753,47.3
41013,9986,45.6
41015,11391,53.5
41017,87158,40.2
41019,54756,46.1
41021,1350,49.7
41023,4548,50
41025,4373,45.2
41027,14730,38
41029,114177,42.1
41031,8760,39.6
41033,37866,47.3
41035,33219,41.7
41037,4326,47.4
41039,193928,39
41041,26031,49.6
41043,52382,39.2
41045,18334,36.2
41047,168257,35.1
41049,5332,36.5
41051,547187,35.7
41053,26058,37.1
41055,1217,48.2
41057,13026,47.5
41059,39766,35.7
41061,15362,40
41063,4555,50.5
41065,12487,41.7
41067,272637,35.3
41069,792,53
41071,41761,36.8
42000,7038038,40.1
42001,49998,41.3
42003,863090,41.3
42005,30973,44.5
42007,72983,44.4
42009,24011,43.9
42011,214377,39.1
42013,74543,42
42015,32491,43.4
42017,347944,42
42019,96042,41.5
42021,74898,43.8
42023,3286,48.2
42025,23716,43.9
42027,104259,28.7
42029,302773,39.3
42031,21623,39.4
42033,41626,42.9
42035,18308,38.5
42037,35435,39.5
42039,44349,41.7
42041,159784,40.3
42043,214828,39.4
42045,278444,38.7
42047,19811,45.1
42049,160751,38.6
42051,58893,43.6
42053,2587,43
42055,70547,40.1
42057,7370,41.8
42059,16519,41.1
42061,18666,41.2
42063,45207,38.3
42065,21561,43
42067,11943,40.9
42069,124717,41.8
42071,297207,38.2
42073,42059,43.6
42075,58187,41
42077,212396,39.4
42079,173413,42.5
42081,67905,41.1
42083,22704,41.5
42085,62393,42.8
42087,21739,42.5
42089,73971,40.3
42091,596909,40.6
42093,17191,43.9
42095,121082,40.9
42097,38799,43.4
42099,13058,41.1
42101,752499,33.5
42103,16847,43.7
42105,9879,44.9
42107,62642,43.2
42109,22338,39.2
42111,36657,44.3
42113,2889,49.9
42115,16191,45.1
42117,19351,42.4
42119,22099,38.5
42121,26351,44.3
42123,20341,45.1
42125,99713,43.6
42127,20103,45.9
42129,176307,45.1
42131,11910,42.3
42133,214555,40.1
44000,605368,39.4
44001,22145,42.9
44003,102901,42.7
44005,54240,43.2
44007,355099,37
44009,70983,42.3
45000,2326179,37.9
45001,11272,41.6
45003,79703,40
45005,4485,38.8
45007,82262,39.7
45009,7291,39.3
45011,9800,38.8
45013,89193,40.6
45015,57193,34.5
45017,8117,43.4
45019,264221,35.9
45021,24454,38.3
45023,14756,40.3
45025,18526,39.3
45027,11866,41.4
45029,15707,40.7
45031,28236,39.6
45033,12729,36.7
45035,35691,35.6
45037,8604,40.3
45039,8251,42.4
45041,80454,37.6
45043,33331,45.4
45045,284845,37.2
45047,37921,37.9
45049,7571,38.4
45051,134624,41.1
45053,8637,34.6
45055,26077,40.2
45057,24436,39.7
45059,24668,39.9
45061,6375,38.9
45063,124886,37.9
45065,2815,50
45067,15165,39.9
45069,10025,38.8
45071,17081,39.9
45073,31636,43.4
45075,42682,38.1
45077,47346,34.9
45079,256157,32.6
45081,6270,39.6
45083,145210,38
45085,54371,35.4
45087,10747,41.9
45089,12800,40.2
45091,87692,37.2
46000,529965,36.9
46003,1759,43.2
46005,10561,41.2
46007,1584,28.7
46009,3773,43.1
46011,21058,26.3
46013,26859,38.6
46015,3502,41.3
46017,782,25
46019,4937,41.1
46021,1065,50.1
46023,5932,38.2
46025,2289,45.7
46027,11162,25
46029,20003,37.7
46031,1705,29.7
46033,5268,50.3
46035,15092,37.8
46037,3747,47.9
46039,3077,43.9
46041,3060,30
46043,1882,48.3
46045,2405,45.7
46047,3548,50.5
46049,1280,46.9
46051,5500,45.1
46053,3020,48.2
46055,1625,48.8
46057,2377,36.8
46059,2362,48.2
46061,1302,35.5
46063,1013,43.3
46065,13069,39.8
46067,4476,46.8
46069,1160,46.4
46071,1398,31.5
46073,2038,48.6
46075,995,46.9
46077,3115,47.1
46079,6877,39.9
46081,15143,41
46083,17358,32.8
46085,2424,36.1
46087,3009,42.7
46089,1350,50.8
46091,2403,43.2
46093,15856,35.9
46095,810,34.2
46097,1507,46.4
46099,133867,34.5
46101,3444,40.5
46103,62234,36.8
46105,2378,48.5
46107,1567,50.6
46109,5277,39.5
46111,1414,47.1
46113,4959,23.5
46115,3820,44.4
46117,1786,41.9
46119,1133,46.6
46121,3640,24
46123,3957,45.3
46125,4166,43.7
46127,11152,40.2
46129,3719,47.2
46135,14128,41.3
46137,807,25.4
47000,3567121,38
47001,52021,42.6
47003,25061,36.4
47005,7052,45.5
47007,4030,42.3
47009,57225,41.4
47011,49882,38.2
47013,15081,41.7
47015,5465,41.4
47017,13440,42
47019,19845,42.2
47021,15826,39.3
47023,6818,36.2
47025,14256,41.1
47027,4204,45.1
47029,12950,42.9
47031,34380,39.7
47033,6513,39.6
47035,24585,48.3
47037,532678,33.9
47039,6295,44.3
47041,9227,41
47043,23474,38.7
47045,24271,39.3
47047,19459,41.9
47049,7869,42.3
47051,15950,41.3
47053,23055,39.9
47055,14974,42.1
47057,7383,42.1
47059,39118,42.6
47061,5067,41.4
47063,42996,39.6
47065,238473,39.3
47067,2284,42.9
47069,10515,39.2
47071,12670,43.5
47073,20187,42.1
47075,8503,39.2
47077,14235,39.7
47079,17048,44.3
47081,6761,40
47083,3029,41.8
47085,8580,41.9
47087,7330,44.7
47089,18455,40.8
47091,6654,43.3
47093,289337,37.2
47095,1991,38.3
47097,9477,36.4
47099,19749,39.7
47101,4294,41.2
47103,14740,41.8
47105,17857,46
47107,25748,41.6
47109,11007,41.6
47111,9805,38.7
47113,67276,36.8
47115,10307,42.3
47117,14683,38.9
47119,43848,38.4
47121,5556,42.9
47123,18374,41.6
47125,60755,30
47127,2629,43.3
47129,6107,39.8
47131,18379,41.4
47133,8492,41.6
47135,3901,43.1
47137,1908,47.2
47139,4253,42.5
47141,42327,35.9
47143,14931,39.8
47145,21141,44.9
47147,27375,37.6
47149,121592,32.2
47151,8906,38.1
47153,4439,40.6
47155,48551,40.9
47157,626196,34.6
47159,8608,39.9
47161,4137,42.8
47163,89304,43.6
47165,53890,38.6
47167,16039,36.6
47169,5054,39.5
47171,7094,44.9
47173,4759,40.1
47175,2300,44.5
47177,19516,39.3
47179,75710,39.3
47181,6192,40.9
47183,16862,37
47185,11862,42
47187,96945,38.5
47189,47744,39.3
48000,12656196,33.6
48001,25416,39.1
48003,6306,33.4
48005,47272,36.3
48007,10369,49
48009,4241,42.6
48011,1106,46.2
48013,16643,36.2
48015,15243,40.7
48017,3885,32.5
48019,6883,48.8
48021,22382,38.4
48023,2198,47
48025,11744,35.4
48027,161917,29.6
48029,890010,32.8
48031,6482,46.7
48033,540,46
48035,7913,45.2
48037,49215,37.9
48039,111090,35.1
48041,96355,24.5
48043,6586,41.5
48045,987,45.7
48047,3546,37.7
48049,21485,40.1
48051,7306,43
48053,23298,43.2
48055,11495,34.8
48057,12259,38.4
48059,5150,43
48061,154111,30.6
48063,5484,38.3
48065,6085,42.4
48067,13229,43.1
48069,4345,33.9
48071,10629,36.1
48073,23304,37.4
48075,3842,33.7
48077,5422,44.8
48079,1810,35.7
48081,1971,48.4
48083,4714,46.3
48085,322389,35
48087,2322,38.6
48089,11908,43.6
48091,46776,42.5
48093,8772,43.3
48095,2014,41.4
48097,23579,39.4
48099,20418,29.8
48101,1042,47.1
48103,1900,35.2
48105,2172,39.1
48107,3186,37.9
48109,1485,38
48111,5353,32.2
48113,1799255,32.5
48115,7113,33.4
48117,8980,31
48119,2113,44
48121,189108,33
48123,11711,42.8
48125,1455,42.3
48127,4017,35.7
48129,2171,42.5
48131,5376,37.3
48133,10849,42.7
48135,65827,31.4
48137,1443,47.2
48139,51900,35
48141,339722,31.3
48143,20638,31
48145,8226,39.9
48147,13637,41
48149,15565,46.4
48151,2237,45.7
48153,3659,38.5
48155,880,46.7
48157,176492,35
48159,6254,42.1
48161,10273,40.9
48163,6036,32.3
48165,7522,28.4
48167,122738,37.2
48169,3102,33.7
48171,14778,49.6
48173,880,38.2
48175,3148,45.7
48177,10550,37.2
48179,11331,38.8
48181,57328,39.5
48183,86378,35.3
48185,10500,40
48187,34982,36.4
48189,19472,32.2
48191,2023,43.5
48193,4775,46.7
48195,3309,35.5
48197,2239,42.7
48199,17347,38.1
48201,2354044,32.2
48203,29865,37.4
48205,1736,39
48207,3628,44.6
48209,58276,30.4
48211,2675,35.9
48213,28952,42.8
48215,256259,28.3
48217,15171,41
48219,11862,33.6
48221,15281,45.9
48223,18150,38.8
48225,11433,43.6
48227,15626,38.5
48229,1451,36.5
48231,38662,37.8
48233,10069,37.8
48235,962,45.1
48237,4285,39.2
48239,7513,39.4
48241,17338,40.5
48243,1378,52
48245,145574,36
48247,2416,35.6
48249,21079,34.9
48251,56615,36.3
48253,8250,39
48255,7182,37.2
48257,33593,35.4
48259,13534,44.1
48261,538,41.3
48263,712,48.4
48265,26496,47.3
48267,2979,48.6
48269,304,43.4
48271,1302,45.3
48273,15694,29
48275,2321,41.6
48277,28126,39.7
48279,7360,36.3
48281,7662,41
48283,2416,30
48285,11491,45.2
48287,9307,39.8
48289,9435,45.7
48291,26088,36.4
48293,11535,39
48295,2061,37
48297,5139,43.8
48299,6831,55
48301,71,52.7
48303,155378,30.4
48305,2765,39.4
48307,4783,43.5
48309,128919,32.7
48311,697,49.8
48313,5990,34.5
48315,3798,48.4
48317,2568,34.7
48319,2621,49.3
48321,15985,38.4
48323,17327,30
48325,14667,38.6
48327,1419,50.4
48329,81607,33.5
48331,11819,40.5
48333,3195,45.7
48335,3848,35.4
48337,9524,43.6
48339,136642,36.1
48341,11171,30.7
48343,5931,42.2
48345,1026,49
48347,30352,29.8
48349,24140,37.1
48351,3203,40.7
48353,8703,39
48355,189832,35.1
48357,5774,31.8
48359,1236,34.4
48361,30650,38.6
48363,12523,40.3
48365,11401,38.9
48367,40559,38.9
48369,6590,31.9
48371,6626,36.6
48373,16190,42.9
48375,103627,33
48377,2689,38.5
48379,4079,45.8
48381,33471,35.3
48383,2248,33.5
48385,1402,50.5
48387,5460,45.1
48389,5187,35.4
48391,3250,43
48393,539,41.3
48395,7227,40.4
48397,24636,35.9
48399,5898,42.3
48401,18541,38.6
48403,3748,50.5
48405,3010,47.1
48407,5147,43
48409,26088,36.1
48411,3930,40.6
48413,1657,33.7
48415,8814,36.8
48417,2154,42.9
48419,11802,37.6
48421,1768,36.8
48423,117167,35.6
48425,4782,40.3
48427,19191,29
48429,5044,40.1
48431,966,41.8
48433,1268,46.3
48435,3124,38.7
48437,3994,37
48439,919304,33.4
48441,80455,32.8
48443,634,44.5
48445,6143,35.1
48447,1147,46.6
48449,21487,32.5
48451,63364,34.3
48453,673258,31.9
48455,4649,47.3
48457,6411,42.1
48459,11407,40.5
48461,1698,36.5
48463,13637,35.3
48465,22748,32.3
48467,17780,42.1
48469,48817,36.4
48471,28270,34.5
48473,15609,31.7
48475,4326,37
48477,20654,41.6
48479,99624,27.8
48481,21774,37.2
48483,3240,40.2
48485,79853,33.9
48487,8996,38
48489,5422,32.1
48491,120209,34.2
48493,11504,40
48495,3073,34.7
48497,24398,38.4
48499,14191,47.5
48501,4377,32.8
48503,11183,41.8
48505,4866,28.3
48507,4671,30.8
49000,1456904,29.2
49001,3113,31.9
49003,25500,30.6
49005,59368,25.5
49007,11188,34.4
49009,642,42.8
49011,136328,29.2
49013,8600,29.7
49015,5625,32.8
49017,3189,39
49019,5954,39.9
49021,20796,26.8
49023,4273,29.3
49025,4084,44.5
49027,6397,33.7
49029,3407,32
49031,678,40.5
49033,1253,34.7
49035,668693,30.8
49037,5547,29.9
49039,10578,28.4
49041,10673,32.8
49043,27450,37.1
49045,17595,29.6
49047,15137,29.1
49049,217915,24.6
49051,8807,31.6
49053,59836,32.5
49055,1649,37.1
49057,112629,30.7
50000,419208,41.5
